Country Name,Series Name,Time,Value
Austria,GDP per capita growth (annual %),2016,0.359739595
Austria,GDP per capita growth (annual %),2017,2.18677558
Austria,Population growth (annual %),1980,0.000105968
Austria,Population growth (annual %),1981,0.255018231
Austria,Population growth (annual %),1982,0.071717018
Austria,Population growth (annual %),1983,-0.161600981
Austria,Population growth (annual %),1984,-0.006294904
Austria,Population growth (annual %),1985,0.046950968
Austria,Population growth (annual %),1986,0.063548997
Austria,Population growth (annual %),1987,0.063284204
Austria,Population growth (annual %),1988,0.14157085
Austria,Population growth (annual %),1989,0.4505139
Austria,Population growth (annual %),1990,0.762001611
Austria,Population growth (annual %),1991,0.998418103
Austria,Population growth (annual %),1992,1.100552287
Austria,Population growth (annual %),1993,0.824627941
Austria,Population growth (annual %),1994,0.384869547
Austria,Population growth (annual %),1995,0.153106261
Austria,Population growth (annual %),1996,0.135019834
Austria,Population growth (annual %),1997,0.113316608
Austria,Population growth (annual %),1998,0.109728368
Austria,Population growth (annual %),1999,0.194563153
Austria,Population growth (annual %),2000,0.240466652
Austria,Population growth (annual %),2001,0.382799394
Austria,Population growth (annual %),2002,0.491980464
Austria,Population growth (annual %),2003,0.487133895
Austria,Population growth (annual %),2004,0.620413127
Austria,Population growth (annual %),2005,0.681267248
Austria,Population growth (annual %),2006,0.494797775
Austria,Population growth (annual %),2007,0.324146535
Austria,Population growth (annual %),2008,0.313041438
Austria,Population growth (annual %),2009,0.26195319
Austria,Population growth (annual %),2010,0.2403943
Austria,Population growth (annual %),2011,0.337080842
Austria,Population growth (annual %),2012,0.455937472
Austria,Population growth (annual %),2013,0.589387255
Austria,Population growth (annual %),2014,0.781541633
Austria,Population growth (annual %),2015,1.120992502
Austria,Population growth (annual %),2016,1.081396299
Austria,Population growth (annual %),2017,0.826911085
Austria,"Government expenditure on education, total (% of GDP)",1980,5.008969784
Austria,"Government expenditure on education, total (% of GDP)",1981,5.367809772
Austria,"Government expenditure on education, total (% of GDP)",1982,5.362989902
Austria,"Government expenditure on education, total (% of GDP)",1983,5.303780079
Austria,"Government expenditure on education, total (% of GDP)",1984,5.294469833
Austria,"Government expenditure on education, total (% of GDP)",1985,5.297210217
Austria,"Government expenditure on education, total (% of GDP)",1986,5.499959946
Austria,"Government expenditure on education, total (% of GDP)",1987,5.376110077
Austria,"Government expenditure on education, total (% of GDP)",1988,5.190730095
Austria,"Government expenditure on education, total (% of GDP)",1989,5.01816988
Austria,"Government expenditure on education, total (% of GDP)",1990,4.957250118
Austria,"Government expenditure on education, total (% of GDP)",1991,5.103219986
Austria,"Government expenditure on education, total (% of GDP)",1992,5.296979904
Austria,"Government expenditure on education, total (% of GDP)",1993,5.251999855
Austria,"Government expenditure on education, total (% of GDP)",1994,..
Austria,"Government expenditure on education, total (% of GDP)",1995,5.428349972
Austria,"Government expenditure on education, total (% of GDP)",1996,5.259900093
Austria,"Government expenditure on education, total (% of GDP)",1997,..
Austria,"Government expenditure on education, total (% of GDP)",1998,6.103740215
Austria,"Government expenditure on education, total (% of GDP)",1999,6.112339973
Austria,"Government expenditure on education, total (% of GDP)",2000,5.588809967
Austria,"Government expenditure on education, total (% of GDP)",2001,5.575479984
Austria,"Government expenditure on education, total (% of GDP)",2002,5.522130013
Austria,"Government expenditure on education, total (% of GDP)",2003,5.361830235
Austria,"Government expenditure on education, total (% of GDP)",2004,5.302430153
Austria,"Government expenditure on education, total (% of GDP)",2005,5.249370098
Austria,"Government expenditure on education, total (% of GDP)",2006,5.226520061
Austria,"Government expenditure on education, total (% of GDP)",2007,5.146900177
Austria,"Government expenditure on education, total (% of GDP)",2008,5.263959885
Austria,"Government expenditure on education, total (% of GDP)",2009,5.730249882
Austria,"Government expenditure on education, total (% of GDP)",2010,5.700479984
Austria,"Government expenditure on education, total (% of GDP)",2011,5.592269897
Austria,"Government expenditure on education, total (% of GDP)",2012,5.480400085
Austria,"Government expenditure on education, total (% of GDP)",2013,5.547110081
Austria,"Government expenditure on education, total (% of GDP)",2014,5.448979855
Austria,"Government expenditure on education, total (% of GDP)",2015,..
Austria,"Government expenditure on education, total (% of GDP)",2016,..
Austria,"Government expenditure on education, total (% of GDP)",2017,..
Austria,Trade (% of GDP),1980,66.82500605
Austria,Trade (% of GDP),1981,68.3965503
Austria,Trade (% of GDP),1982,64.11711392
Austria,Trade (% of GDP),1983,62.47218499
Austria,Trade (% of GDP),1984,66.57500604
Austria,Trade (% of GDP),1985,70.08316148
Austria,Trade (% of GDP),1986,64.01459721
Austria,Trade (% of GDP),1987,62.85372273
Austria,Trade (% of GDP),1988,66.56255034
Austria,Trade (% of GDP),1989,70.53835879
Austria,Trade (% of GDP),1990,71.48836948
Austria,Trade (% of GDP),1991,70.04840589
Austria,Trade (% of GDP),1992,67.63016747
Austria,Trade (% of GDP),1993,63.26505049
Austria,Trade (% of GDP),1994,65.98709334
Austria,Trade (% of GDP),1995,68.2566011
Austria,Trade (% of GDP),1996,70.08367112
Austria,Trade (% of GDP),1997,74.86769022
Austria,Trade (% of GDP),1998,76.92714939
Austria,Trade (% of GDP),1999,78.26014034
Austria,Trade (% of GDP),2000,85.36049562
Austria,Trade (% of GDP),2001,87.53666476
Austria,Trade (% of GDP),2002,86.948168
Austria,Trade (% of GDP),2003,86.38738242
Austria,Trade (% of GDP),2004,90.79234569
Austria,Trade (% of GDP),2005,94.03380568
Austria,Trade (% of GDP),2006,98.08831121
Austria,Trade (% of GDP),2007,100.7332541
Austria,Trade (% of GDP),2008,102.0736827
Austria,Trade (% of GDP),2009,87.06223097
Austria,Trade (% of GDP),2010,99.01979624
Austria,Trade (% of GDP),2011,105.1027886
Austria,Trade (% of GDP),2012,105.1521774
Austria,Trade (% of GDP),2013,104.0664141
Austria,Trade (% of GDP),2014,103.528973
Austria,Trade (% of GDP),2015,102.1360104
Austria,Trade (% of GDP),2016,101.1670127
Austria,Trade (% of GDP),2017,104.7077719
Belgium,Gross fixed capital formation (% of GDP),1980,24.93763254
Belgium,Gross fixed capital formation (% of GDP),1981,21.66065357
Belgium,Gross fixed capital formation (% of GDP),1982,20.39202886
Belgium,Gross fixed capital formation (% of GDP),1983,18.80948953
Belgium,Gross fixed capital formation (% of GDP),1984,18.45417985
Belgium,Gross fixed capital formation (% of GDP),1985,18.91129022
Belgium,Gross fixed capital formation (% of GDP),1986,18.75420091
Belgium,Gross fixed capital formation (% of GDP),1987,19.19938173
Belgium,Gross fixed capital formation (% of GDP),1988,21.17573517
Belgium,Gross fixed capital formation (% of GDP),1989,22.9450126
Belgium,Gross fixed capital formation (% of GDP),1990,24.09427002
Belgium,Gross fixed capital formation (% of GDP),1991,22.49802925
Belgium,Gross fixed capital formation (% of GDP),1992,22.20310068
Belgium,Gross fixed capital formation (% of GDP),1993,21.41933592
Belgium,Gross fixed capital formation (% of GDP),1994,20.89725948
Belgium,Gross fixed capital formation (% of GDP),1995,21.33257536
Belgium,Gross fixed capital formation (% of GDP),1996,21.29873522
Belgium,Gross fixed capital formation (% of GDP),1997,21.95078345
Belgium,Gross fixed capital formation (% of GDP),1998,21.93623939
Belgium,Gross fixed capital formation (% of GDP),1999,22.26142999
Belgium,Gross fixed capital formation (% of GDP),2000,22.49002796
Belgium,Gross fixed capital formation (% of GDP),2001,22.41527471
Belgium,Gross fixed capital formation (% of GDP),2002,20.66161792
Belgium,Gross fixed capital formation (% of GDP),2003,20.43950445
Belgium,Gross fixed capital formation (% of GDP),2004,21.351923
Belgium,Gross fixed capital formation (% of GDP),2005,22.1574813
Belgium,Gross fixed capital formation (% of GDP),2006,22.34507768
Belgium,Gross fixed capital formation (% of GDP),2007,23.23507271
Belgium,Gross fixed capital formation (% of GDP),2008,23.97457648
Belgium,Gross fixed capital formation (% of GDP),2009,22.58731909
Belgium,Gross fixed capital formation (% of GDP),2010,21.81889644
Belgium,Gross fixed capital formation (% of GDP),2011,22.58189853
Belgium,Gross fixed capital formation (% of GDP),2012,22.62497481
Belgium,Gross fixed capital formation (% of GDP),2013,22.16030594
Belgium,Gross fixed capital formation (% of GDP),2014,23.0246384
Belgium,Gross fixed capital formation (% of GDP),2015,23.15210808
Belgium,Gross fixed capital formation (% of GDP),2016,23.44910163
Belgium,Gross fixed capital formation (% of GDP),2017,23.27727485
Belgium,GDP per capita growth (annual %),1980,4.32900842
Belgium,GDP per capita growth (annual %),1981,-0.276653776
Belgium,GDP per capita growth (annual %),1982,0.622329237
Belgium,GDP per capita growth (annual %),1983,0.319812293
Belgium,GDP per capita growth (annual %),1984,2.467921436
Belgium,GDP per capita growth (annual %),1985,1.621518916
Belgium,GDP per capita growth (annual %),1986,1.786469939
Belgium,GDP per capita growth (annual %),1987,2.219477958
Belgium,GDP per capita growth (annual %),1988,4.390795027
Belgium,GDP per capita growth (annual %),1989,3.093998975
Belgium,GDP per capita growth (annual %),1990,2.830268135
Belgium,GDP per capita growth (annual %),1991,1.45537172
Belgium,GDP per capita growth (annual %),1992,1.119565731
Belgium,GDP per capita growth (annual %),1993,-1.347999489
Belgium,GDP per capita growth (annual %),1994,2.909318711
Belgium,GDP per capita growth (annual %),1995,2.170550232
Belgium,GDP per capita growth (annual %),1996,1.395093527
Belgium,GDP per capita growth (annual %),1997,3.459777513
Belgium,GDP per capita growth (annual %),1998,1.757761266
Belgium,GDP per capita growth (annual %),1999,3.326227516
Belgium,GDP per capita growth (annual %),2000,3.382626314
Belgium,GDP per capita growth (annual %),2001,0.465396765
Belgium,GDP per capita growth (annual %),2002,1.325277038
Belgium,GDP per capita growth (annual %),2003,0.353564926
Belgium,GDP per capita growth (annual %),2004,3.187131123
Belgium,GDP per capita growth (annual %),2005,1.534238995
Belgium,GDP per capita growth (annual %),2006,1.83227715
Belgium,GDP per capita growth (annual %),2007,2.692098469
Belgium,GDP per capita growth (annual %),2008,-0.009854203
Belgium,GDP per capita growth (annual %),2009,-3.036489674
Belgium,GDP per capita growth (annual %),2010,1.809776856
Belgium,GDP per capita growth (annual %),2011,0.396258392
Belgium,GDP per capita growth (annual %),2012,-0.490304014
Belgium,GDP per capita growth (annual %),2013,-0.288318453
Belgium,GDP per capita growth (annual %),2014,1.056141338
Belgium,GDP per capita growth (annual %),2015,0.840941581
Belgium,GDP per capita growth (annual %),2016,0.900139187
Belgium,GDP per capita growth (annual %),2017,1.366164637
Belgium,Population growth (annual %),1980,0.110211166
Belgium,Population growth (annual %),1981,-0.002637154
Belgium,Population growth (annual %),1982,-0.027176883
Belgium,Population growth (annual %),1983,-0.007944471
Belgium,Population growth (annual %),1984,-0.001501708
Belgium,Population growth (annual %),1985,0.029786423
Belgium,Population growth (annual %),1986,0.035648851
Belgium,Population growth (annual %),1987,0.085252141
Belgium,Population growth (annual %),1988,0.317926245
Belgium,Population growth (annual %),1989,0.363247986
Belgium,Population growth (annual %),1990,0.298235706
Belgium,Population growth (annual %),1991,0.371593166
Belgium,Population growth (annual %),1992,0.405713496
Belgium,Population growth (annual %),1993,0.390638518
Belgium,Population growth (annual %),1994,0.308197074
Belgium,Population growth (annual %),1995,0.209436838
Belgium,Population growth (annual %),1996,0.195393176
Belgium,Population growth (annual %),1997,0.241991885
Belgium,Population growth (annual %),1998,0.213527651
Belgium,Population growth (annual %),1999,0.229189103
Belgium,Population growth (annual %),2000,0.242517956
Belgium,Population growth (annual %),2001,0.343951158
Belgium,Population growth (annual %),2002,0.448268895
Belgium,Population growth (annual %),2003,0.418641508
Belgium,Population growth (annual %),2004,0.432788248
Belgium,Population growth (annual %),2005,0.550055708
Belgium,Population growth (annual %),2006,0.659558215
Belgium,Population growth (annual %),2007,0.734330831
Belgium,Population growth (annual %),2008,0.789976845
Belgium,Population growth (annual %),2009,0.804599573
Belgium,Population growth (annual %),2010,0.913639392
Belgium,Population growth (annual %),2011,1.386849113
Belgium,Population growth (annual %),2012,0.726031655
Belgium,Population growth (annual %),2013,0.489184301
Belgium,Population growth (annual %),2014,0.234370844
Belgium,Population growth (annual %),2015,0.579446242
Belgium,Population growth (annual %),2016,0.506300002
Belgium,Population growth (annual %),2017,0.35805987
Belgium,"Government expenditure on education, total (% of GDP)",1980,5.282360077
Belgium,"Government expenditure on education, total (% of GDP)",1981,5.406380177
Belgium,"Government expenditure on education, total (% of GDP)",1982,5.2884202
Belgium,"Government expenditure on education, total (% of GDP)",1983,..
Belgium,"Government expenditure on education, total (% of GDP)",1984,..
Belgium,"Government expenditure on education, total (% of GDP)",1985,..
Belgium,"Government expenditure on education, total (% of GDP)",1986,4.826459885
Belgium,"Government expenditure on education, total (% of GDP)",1987,4.552760124
Belgium,"Government expenditure on education, total (% of GDP)",1988,4.27782011
Belgium,"Government expenditure on education, total (% of GDP)",1989,..
Belgium,"Government expenditure on education, total (% of GDP)",1990,..
Belgium,"Government expenditure on education, total (% of GDP)",1991,..
Belgium,"Government expenditure on education, total (% of GDP)",1992,..
Belgium,"Government expenditure on education, total (% of GDP)",1993,5.343709946
Belgium,"Government expenditure on education, total (% of GDP)",1994,5.382229805
Belgium,"Government expenditure on education, total (% of GDP)",1995,2.972749949
Belgium,"Government expenditure on education, total (% of GDP)",1996,3.026109934
Belgium,"Government expenditure on education, total (% of GDP)",1997,..
Belgium,"Government expenditure on education, total (% of GDP)",1998,..
Belgium,"Government expenditure on education, total (% of GDP)",1999,..
Belgium,"Government expenditure on education, total (% of GDP)",2000,..
Belgium,"Government expenditure on education, total (% of GDP)",2001,5.843279839
Belgium,"Government expenditure on education, total (% of GDP)",2002,5.947350025
Belgium,"Government expenditure on education, total (% of GDP)",2003,5.884789944
Belgium,"Government expenditure on education, total (% of GDP)",2004,5.806960106
Belgium,"Government expenditure on education, total (% of GDP)",2005,5.769010067
Belgium,"Government expenditure on education, total (% of GDP)",2006,5.840360165
Belgium,"Government expenditure on education, total (% of GDP)",2007,5.849040031
Belgium,"Government expenditure on education, total (% of GDP)",2008,6.291389942
Belgium,"Government expenditure on education, total (% of GDP)",2009,6.415359974
Belgium,"Government expenditure on education, total (% of GDP)",2010,6.407989979
Belgium,"Government expenditure on education, total (% of GDP)",2011,6.378739834
Belgium,"Government expenditure on education, total (% of GDP)",2012,..
Belgium,"Government expenditure on education, total (% of GDP)",2013,6.639659882
Belgium,"Government expenditure on education, total (% of GDP)",2014,6.596849918
Belgium,"Government expenditure on education, total (% of GDP)",2015,..
Belgium,"Government expenditure on education, total (% of GDP)",2016,..
Belgium,"Government expenditure on education, total (% of GDP)",2017,..
Belgium,Trade (% of GDP),1980,102.3066839
Belgium,Trade (% of GDP),1981,109.4176862
Belgium,Trade (% of GDP),1982,117.0639043
Belgium,Trade (% of GDP),1983,119.5094603
Belgium,Trade (% of GDP),1984,127.2864361
Belgium,Trade (% of GDP),1985,122.9633391
Belgium,Trade (% of GDP),1986,111.4945548
Belgium,Trade (% of GDP),1987,109.1056284
Belgium,Trade (% of GDP),1988,115.559899
Belgium,Trade (% of GDP),1989,124.0119132
Belgium,Trade (% of GDP),1990,120.5696727
Belgium,Trade (% of GDP),1991,117.7127732
Belgium,Trade (% of GDP),1992,114.2157113
Belgium,Trade (% of GDP),1993,108.2016635
Belgium,Trade (% of GDP),1994,112.388937
Belgium,Trade (% of GDP),1995,115.5113654
Belgium,Trade (% of GDP),1996,118.0600938
Belgium,Trade (% of GDP),1997,124.3666933
Belgium,Trade (% of GDP),1998,123.4844957
Belgium,Trade (% of GDP),1999,123.9972403
Belgium,Trade (% of GDP),2000,141.0790715
Belgium,Trade (% of GDP),2001,138.6944652
Belgium,Trade (% of GDP),2002,135.124885
Belgium,Trade (% of GDP),2003,131.9903126
Belgium,Trade (% of GDP),2004,136.0378332
Belgium,Trade (% of GDP),2005,143.3762209
Belgium,Trade (% of GDP),2006,147.6939014
Belgium,Trade (% of GDP),2007,151.1636219
Belgium,Trade (% of GDP),2008,158.9080451
Belgium,Trade (% of GDP),2009,136.3567579
Belgium,Trade (% of GDP),2010,151.1001765
Belgium,Trade (% of GDP),2011,162.7536657
Belgium,Trade (% of GDP),2012,163.994977
Belgium,Trade (% of GDP),2013,162.2186431
Belgium,Trade (% of GDP),2014,164.7100023
Belgium,Trade (% of GDP),2015,160.2293253
Belgium,Trade (% of GDP),2016,164.5447026
Belgium,Trade (% of GDP),2017,169.4027115
France,Gross fixed capital formation (% of GDP),1980,24.42813821
France,Gross fixed capital formation (% of GDP),1981,23.91854662
France,Gross fixed capital formation (% of GDP),1982,23.24514624
France,Gross fixed capital formation (% of GDP),1983,21.94071747
France,Gross fixed capital formation (% of GDP),1984,21.29442881
France,Gross fixed capital formation (% of GDP),1985,21.18098587
France,Gross fixed capital formation (% of GDP),1986,21.22622748
France,Gross fixed capital formation (% of GDP),1987,21.85534059
France,Gross fixed capital formation (% of GDP),1988,22.61928309
France,Gross fixed capital formation (% of GDP),1989,23.16489172
France,Gross fixed capital formation (% of GDP),1990,23.38265249
France,Gross fixed capital formation (% of GDP),1991,23.17842274
France,Gross fixed capital formation (% of GDP),1992,22.08088008
France,Gross fixed capital formation (% of GDP),1993,20.7063362
France,Gross fixed capital formation (% of GDP),1994,20.42365792
France,Gross fixed capital formation (% of GDP),1995,20.07415415
France,Gross fixed capital formation (% of GDP),1996,19.86007765
France,Gross fixed capital formation (% of GDP),1997,19.51937573
France,Gross fixed capital formation (% of GDP),1998,19.90108707
France,Gross fixed capital formation (% of GDP),1999,20.80929394
France,Gross fixed capital formation (% of GDP),2000,21.51435325
France,Gross fixed capital formation (% of GDP),2001,21.51339228
France,Gross fixed capital formation (% of GDP),2002,20.95338982
France,Gross fixed capital formation (% of GDP),2003,21.03484098
France,Gross fixed capital formation (% of GDP),2004,21.3646092
France,Gross fixed capital formation (% of GDP),2005,21.79743531
France,Gross fixed capital formation (% of GDP),2006,22.45070884
France,Gross fixed capital formation (% of GDP),2007,23.18266576
France,Gross fixed capital formation (% of GDP),2008,23.59605095
France,Gross fixed capital formation (% of GDP),2009,22.06750388
France,Gross fixed capital formation (% of GDP),2010,22.10541932
France,Gross fixed capital formation (% of GDP),2011,22.42387055
France,Gross fixed capital formation (% of GDP),2012,22.45811479
France,Gross fixed capital formation (% of GDP),2013,22.04186778
France,Gross fixed capital formation (% of GDP),2014,21.81973378
France,Gross fixed capital formation (% of GDP),2015,21.49927767
France,Gross fixed capital formation (% of GDP),2016,21.89782856
France,Gross fixed capital formation (% of GDP),2017,22.51253979
France,GDP per capita growth (annual %),1980,1.202350238
France,GDP per capita growth (annual %),1981,0.632158098
France,GDP per capita growth (annual %),1982,2.007716301
France,GDP per capita growth (annual %),1983,0.719766677
France,GDP per capita growth (annual %),1984,0.95908094
France,GDP per capita growth (annual %),1985,1.041877904
France,GDP per capita growth (annual %),1986,1.747509472
France,GDP per capita growth (annual %),1987,1.95292772
France,GDP per capita growth (annual %),1988,4.093098896
France,GDP per capita growth (annual %),1989,3.732277542
France,GDP per capita growth (annual %),1990,2.33340977
France,GDP per capita growth (annual %),1991,0.958868363
France,GDP per capita growth (annual %),1992,1.095730004
France,GDP per capita growth (annual %),1993,-1.04235889
France,GDP per capita growth (annual %),1994,1.965131982
France,GDP per capita growth (annual %),1995,1.716967581
France,GDP per capita growth (annual %),1996,1.029641906
France,GDP per capita growth (annual %),1997,1.975954492
France,GDP per capita growth (annual %),1998,3.175197952
France,GDP per capita growth (annual %),1999,2.876480846
France,GDP per capita growth (annual %),2000,3.16612187
France,GDP per capita growth (annual %),2001,1.21513239
France,GDP per capita growth (annual %),2002,0.385759039
France,GDP per capita growth (annual %),2003,0.107470252
France,GDP per capita growth (annual %),2004,2.032373248
France,GDP per capita growth (annual %),2005,0.844673537
France,GDP per capita growth (annual %),2006,1.663664041
France,GDP per capita growth (annual %),2007,1.730142884
France,GDP per capita growth (annual %),2008,-0.363093901
France,GDP per capita growth (annual %),2009,-3.439413772
France,GDP per capita growth (annual %),2010,1.463158942
France,GDP per capita growth (annual %),2011,1.586713905
France,GDP per capita growth (annual %),2012,-0.301002036
France,GDP per capita growth (annual %),2013,0.059831492
France,GDP per capita growth (annual %),2014,0.464385588
France,GDP per capita growth (annual %),2015,0.646648268
France,GDP per capita growth (annual %),2016,0.784469316
France,GDP per capita growth (annual %),2017,1.426677635
France,Population growth (annual %),1980,0.380529801
France,Population growth (annual %),1981,0.441809963
France,Population growth (annual %),1982,0.489756642
France,Population growth (annual %),1983,0.53128183
France,Population growth (annual %),1984,0.558455201
France,Population growth (annual %),1985,0.57372307
France,Population growth (annual %),1986,0.591610259
France,Population growth (annual %),1987,0.610566202
France,Population growth (annual %),1988,0.613768546
France,Population growth (annual %),1989,0.596827186
France,Population growth (annual %),1990,0.565757638
France,Population growth (annual %),1991,0.079443343
France,Population growth (annual %),1992,0.497240931
France,Population growth (annual %),1993,0.433292244
France,Population growth (annual %),1994,0.372231503
France,Population growth (annual %),1995,0.361249895
France,Population growth (annual %),1996,0.354082271
France,Population growth (annual %),1997,0.353750159
France,Population growth (annual %),1998,0.368597839
France,Population growth (annual %),1999,0.514456335
France,Population growth (annual %),2000,0.684929254
France,Population growth (annual %),2001,0.727786405
France,Population growth (annual %),2002,0.727231515
France,Population growth (annual %),2003,0.708779199
France,Population growth (annual %),2004,0.736313541
France,Population growth (annual %),2005,0.753800832
France,Population growth (annual %),2006,0.697207001
France,Population growth (annual %),2007,0.6187005
France,Population growth (annual %),2008,0.558859001
France,Population growth (annual %),2009,0.514487919
France,Population growth (annual %),2010,0.49402977
France,Population growth (annual %),2011,0.483651043
France,Population growth (annual %),2012,0.483982312
France,Population growth (annual %),2013,0.514774025
France,Population growth (annual %),2014,0.479814388
France,Population growth (annual %),2015,0.41723803
France,Population growth (annual %),2016,0.399244807
France,Population growth (annual %),2017,0.386450788
France,"Government expenditure on education, total (% of GDP)",1980,4.293990135
France,"Government expenditure on education, total (% of GDP)",1981,4.715119839
France,"Government expenditure on education, total (% of GDP)",1982,4.835830212
France,"Government expenditure on education, total (% of GDP)",1983,4.83521986
France,"Government expenditure on education, total (% of GDP)",1984,4.849579811
France,"Government expenditure on education, total (% of GDP)",1985,4.833580017
France,"Government expenditure on education, total (% of GDP)",1986,4.689199924
France,"Government expenditure on education, total (% of GDP)",1987,4.602769852
France,"Government expenditure on education, total (% of GDP)",1988,4.524040222
France,"Government expenditure on education, total (% of GDP)",1989,4.435150146
France,"Government expenditure on education, total (% of GDP)",1990,4.492280006
France,"Government expenditure on education, total (% of GDP)",1991,4.817440033
France,"Government expenditure on education, total (% of GDP)",1992,4.710989952
France,"Government expenditure on education, total (% of GDP)",1993,5.399879932
France,"Government expenditure on education, total (% of GDP)",1994,5.595699787
France,"Government expenditure on education, total (% of GDP)",1995,5.759079933
France,"Government expenditure on education, total (% of GDP)",1996,5.726160049
France,"Government expenditure on education, total (% of GDP)",1997,..
France,"Government expenditure on education, total (% of GDP)",1998,5.659120083
France,"Government expenditure on education, total (% of GDP)",1999,5.645289898
France,"Government expenditure on education, total (% of GDP)",2000,5.516729832
France,"Government expenditure on education, total (% of GDP)",2001,5.417039871
France,"Government expenditure on education, total (% of GDP)",2002,5.409160137
France,"Government expenditure on education, total (% of GDP)",2003,5.722949982
France,"Government expenditure on education, total (% of GDP)",2004,5.637020111
France,"Government expenditure on education, total (% of GDP)",2005,5.499810219
France,"Government expenditure on education, total (% of GDP)",2006,5.442110062
France,"Government expenditure on education, total (% of GDP)",2007,5.445189953
France,"Government expenditure on education, total (% of GDP)",2008,5.444029808
France,"Government expenditure on education, total (% of GDP)",2009,5.738490105
France,"Government expenditure on education, total (% of GDP)",2010,5.683420181
France,"Government expenditure on education, total (% of GDP)",2011,5.515840054
France,"Government expenditure on education, total (% of GDP)",2012,5.461319923
